ID;Title;Cesar ID;From_application;To_Application;I/F technology;Strong I/F;Cross ICT Domains
1398;IWDS - Proof reading (AG02) to SIMIC (K350);;IWDS (AG02);SIMIC (K350);;;
1113;A400M CA dispatch;;SAP PDR (N/A);SAP R/3 Corporate_xAC_LDS (B180);;;YES
1131;Military AIR-CAIR;;SAP PDR (N/A);SAP R/3 Corporate_xAC_LDS (B180);;NO;YES
1114;Request for DQN;;SAP SP1 (N/A);SAP R/3 Corporate_xAC_LDS (B180);Other;;YES
1119;CA allocation management;;SAP SP1 (N/A);SAP R/3 Corporate_xAC_LDS (B180);;NO;YES
1121;Equipment allocation management;;SAP SP1 (N/A);SAP R/3 Corporate_xAC_LDS (B180);;NO;YES
1122;Concession management;;SAP SP1 (N/A);SAP R/3 Corporate_xAC_LDS (B180);;NO;YES
1249;Interface Work Orders;;SAP SP1 (N/A);SAP SPA - ERP SP (B050);RFC;NO;
1250;Load BOM;;SAP SP1 (N/A);SAP SPA - ERP SP (B050);RFC;NO;YES
1251;paralel execution. Broken BOM;;SAP SP1 (N/A);SAP SPA - ERP SP (B050);RFC;NO;YES
1252;RFC transfer data OW Management;;SAP SP1 (N/A);SAP SPA - ERP SP (B050);RFC;NO;YES
794;Service Bulletin, CIN, and MSN applicability;198;SMART A400M (N/A);ACC (PA02);File;NO;YES
285;A400M Service Bulletin (SB) Infos ;2179;SMART A400M (N/A);MCT (I531);File;NO;YES
348;AAT Simulation;1627;EDC Rebuilt and Re-ranking (xxxxx);ACC (PA02);;NO;YES
302;Change process pre-formated KPI (multiprogram);1751;EZCM (xxxxx);CM Reporting (G930);File;;YES
270;reports data (A350-A380);1717;iMADE A350 (E382);CM Reporting (G930);Other;;NO
271;reports data (A350-A380);1717;iMADE A380 (E381);CM Reporting (G930);Other;;NO
13;Diagrams type;2380;SIDEV (R320);CIRCE-C-CAO (LC20);File;NO;YES
1635;FIN - DBFIN to Preview Maint;;ACDB (1Q00 and 8W00);GIPSY-AUTHORING (DD) - Preview Maintenance (8R03);Other;NO;NO
1535;ACDB (From ECDB3) to AWL2-AUTH (WB SA LR DD SAT ATR);;ACDB (8W00);AWL2 (8L00);File;NO;NO
1343;ACDB/DBFIN  to GIDOCA (DD + LR + SA + MT) - CDE;;ACDB (8W00);GIDOCA (DD + LR + SA + MT) (8E00);Other;YES;NO
1508;ACDB/DBFIN to SB-CCT;;ACDB (8W00);SB-CCT (DT10);;;
1331;AIDA to SERACH;;AIDA (UI00);Federated Search (I770);File;NO;YES
1050;Master data for Materials parts;;AIDA (UI00);SAP R/3 Corporate_xAC_LDS (B180);;;YES
1193;Data Services;;ASPECT (O910);ACMM (SS10);;;
1548;ASPECT SBCB to ATLAS - Spares Management;;ASPECT SBCB (O91S);ATLAS Spares Management (S350);;;
1549;ASPECT SBCB to CDM;;ASPECT SBCB (O91S);CDM (YI10);;;
1543;ASPECT SBCB to Criteria Master Data Base;;ASPECT SBCB (O91S);Criteria Master Data Base (R739);;;
1544;ASPECT SBCB to DACAS - SB;;ASPECT SBCB (O91S);DACAS (I070);;;
1545;ASPECT SBCB to ELIPS (FCOR);;ASPECT SBCB (O91S);ELIPS (D120);;;
1537;ASPECT SBCB to ISCOM;;ASPECT SBCB (O91S);ISCoM (A661);;;
1546;ASPECT SBCB to SB-COMP (SH20);;ASPECT SBCB (O91S);SB-COMP (SH20);;;
1189;Spares parts data;;ATLAS Spares Management (S350);SAP MM KIT PDA (C249);;;YES
1190;Spares Parts data;;ATLAS Spares Management (S350);SAP R3 Spares (C229);;;YES
1509;ATLAS - Spares Management to SB-COMP (SH20);;ATLAS Spares Management (S350);SB-COMP (SH20);;;
1627;Wiring - AWL2 to AWL2 Prod;;AWL2 (8L00);AWL2 (WB SA LR DD SAT ATR) - Finalization (B2 B4) (8L05);DB2 Exchange Table;YES;NO
1048;Request AWL2 UK data from BCAWD;;AWL2 (8L00);BCAWD (X419);File;YES;YES
1046;Request AWL2 FR data from CIRCE-G;;AWL2 (8L00);CIRCE-G (LC30);File;;YES
1047;Request AWL2 GE data from TAKSY ELSY/GESY;1427;AWL2 (8L00);TAKSY (X010);File;YES;YES
1628;Wiring - AWL2 to WALI;;AWL2 (8L00);WALI AWL Production (B710);File;YES;NO
893;Delivery dates and planning issues;;CASCADE (F340);APMM (1L01);DBLink;NO;YES
1598;CASCADE to cVault;;CASCADE (F340);UPS cVault (1P09);Service;NO;YES
1472;CCDA  to DACAS TR & Preview;;CCDA (T450);DACAS (I070);;;
1470;CCDA  to DALI Production (DD);;CCDA (T450);DALI (B260);;;
1471;CCDA  to DALI-SB;;CCDA (T450);DALI-SB (B266);;;
1469;CCDA  to IPC Production;;CCDA (T450);IPC Production (8D02);;;
1468;CCDA to TD CONFIGURATION DATA PROVIDER - Data Acq;;CCDA (T450);TD Configuration Data Provider (G101);;;
1403;CCS to CCDA;;CCS (G102);CCDA (T450);;;
1402;CCS to RMS;;CCS (G102);RMS (E800);;;
1314;CDIS to APMM;;CDIS General (A420);APMM (1L01);DBLink;NO;YES
1559;CDIS (A420) to DDM (F760);;CDIS General (A420);DDM (F760);;;
1332;CDIS to SEARCH;;CDIS-Concession Damage Tracer (A42P);Federated Search (I770);File;NO;YES
1560;CISCRM (A277) to e-Collection (A222);;CISCRM (A277);e-Collection (A222);;;
1558;CLMFU (A237) to CDIS (A420);;CLMFU (A237);CDIS GENERAL (A420);;;
1488;CML to SB CKM;;CML (2F00);SB CKM (G330);;;
1506;CML to SB-CCT;;CML (2F00);SB-CCT (DT10);;;
1383;CMS - PS to CCS;;CMS (DD) (G100);CCS (G102);;;
1375;CMS - Services to CDS TD;;CMS (DD) (G100);CDS TD (A660);;;
1385;CMS - Services to DACAS - SB;;CMS (DD) (G100);DACAS (I070);;;
1389;CMS - Services to EDPS SAP part;;CMS (DD) (G100);EDPS SAP part (SR01);;;
1624;CMS - Service to GIDOCA (5600) - WB - ST;;CMS (DD) (G100);GIDOCA (5600);File;YES;NO
1391;CMS - Services to GIDOCA (DD + LR + SA + MT) - CRIT;;CMS (DD) (G100);GIDOCA (DD + LR + SA + MT) (8E00);;YES;NO
1642;CRITERIA TAV - CMS - GIDOCA(8E00);;CMS (DD) (G100);GIDOCA (DD + LR + SA + MT) (8E00);File;YES;NO
1390;CMS - Services to IMS - Duplicate & Dispatch;;CMS (DD) (G100);IMS - Duplicate & Dispatch (IM01);;;
1372;CMS - Services to IPC Authoring;;CMS (DD) (G100);IPC (DD) - Authoring (8D01);;;
1373;CMS - PS (CMS View) to IPC Production;;CMS (DD) (G100);IPC Production (8D02);;;
1463;CMS - Services to ISCOM;;CMS (DD) (G100);ISCoM (A661);;;
1376;CMS - Services to MEDAS - Authoring;;CMS (DD) (G100);MEDAS (DC00);;;
1379;CMS - Services to MEDAS - Authoring;;CMS (DD) (G100);MEDAS (DC00);;;
1377;CMS - Services (Common object) to New-GOLDO (FX80) - Authoring;;CMS (DD) (G100);New GOLDO (FX80);;;
1388;CMS - Services to OPSDATA - AUTH;;CMS (DD) (G100);OPSDATA (OP01);;;
1386;CMS - Services to Pre Analysis;;CMS (DD) (G100);Pre Analysis (IM34);;;
1380;CMS - Services to SBCLAS;;CMS (DD) (G100);SBCLAS (F550);;;
1498;CMS - Services to SBCLAS;;CMS (DD) (G100);SBCLAS (F550);;;
1374;CMS - Services to SMS (8I00);;CMS (DD) (G100);SMS (8I00);;;
1382;CMS - PS to TD CONFIGURATION DATA PROVIDER - Data Acq;;CMS (DD) (G100);TD Configuration Data Provider (G101);;;
1387;CMS - Services to TDFIN;;CMS (DD) (G100);TD FIN (M150);;;
1384;CMS - Services to WISE;;CMS (DD) (G100);WISE (G340);;;
1371;COC DB to CMS - Services;;COCDB (G080);CMS (DD) (G100);;;
1369;COC DB to GIDOCA (WB ATR);;COCDB (G080);GIDOCA (5600);;;
1370;COC DB to GIDOCA (DD + LR + SA + MT) - CRIT;;COCDB (G080);GIDOCA (DD + LR + SA + MT) (8E00);;;
874;Contractual Aircraft data from COM to ACMM;;COM (O180);ACMM (SS10);File;NO;YES
864;COM to APCJaguar;;COM (O180);APC JAGUAR (PB00);DBLink;NO;YES
1576;COM to CIR;;COM (O180);CIR (A269);;;
1257;GEL Data - Previsional Backlog of Planes;;COM (O180);CIRAS (A276);;;YES
1579;COM to CIRAS;;COM (O180);CIRAS (A276);;;
1600;COM to cVault;;COM (O180);UPS cVault (1P09);;NO;YES
1525;COMM-LAYER to DALI Production (DD);;COMM-LAYER (8J01);DALI (B260);;;
516;SB Reporting;1398;CORE (SS11);ACMM (SS10);Other;YES;YES
1550;Criteria Master Data Base to ASPECT (SAP PCS);;Criteria Master Data Base (R739);ASPECT (O910);;;
1464;Criteria Master Data Base (Triplet) to CMS - Services;;Criteria Master Data Base (R739);CMS (DD) (G100);;;
1461;Criteria Master Data Base to ISCOM;;Criteria Master Data Base (R739);ISCoM (A661);;;
1563;Criteria master data base to RMT (D160);;Criteria Master Data Base (R739);RMT (D160);;;
1513;Criteria Master Data Base to VIEW;;Criteria Master Data Base (R739);VIEW (F020);;;
1487;Criteria Master Data Base to WISE;;Criteria Master Data Base (R739);WISE (G340);;;
1588;CTTOOL to CAPRICA;;CTTOOL (C330);CAPRICA (A930);;;
610;DACAS-SB to ACMM (Functional view);#VALUE!;DACAS (I070);ACMM (SS10);Other;YES;YES
1551;DACAS - ?? to ASPECT (SAP PCS);;DACAS (I070);ASPECT (O910);;;
1531;DACAS - TR&Preview to MEDAS - Production;;DACAS (I070);MEDAS (DC00);;;
1534;DACAS - SB to SBCLAS;;DACAS (I070);SBCLAS (F550);;;
1532;DACAS - TR&Preview to SMS;;DACAS (I070);SMS (8I00);;;
1524;DALI Production (DD) to COMM-LAYER;;DALI (B260);COMM-LAYER (8J01);;;
1521;DALI Production (DD) to EDPS;;DALI (B260);EDPS (D550);;;
1555;DALI Production (DD) to ISAIM-CDB;;DALI (B260);ISAIM-CDB (ST00);;;
1526;DALI Production (DD) to MEDIATIZATION;;DALI (B260);MEDIATIZATION (B220);;;
1347;DALI Production (DD) to TD CONFIGURATION DATA PROVIDER - Data Acq;;DALI (B260);TD Configuration Data Provider (G101);;;
1523;DALI Production (DD) to WFILE;;DALI (B260);W-FILE (S750);;;
1346;DALI Production (DD) to X2PAC;;DALI (B260);X2PAC (D570);;;
1501;DALI-SB to SBCLAS;;DALI-SB (B266);SBCLAS (F550);;;
1502;DALI-SB to SBCLAS;;DALI-SB (B266);SBCLAS (F550);;;
1503;DALI-SB to SBCLAS;;DALI-SB (B266);SBCLAS (F550);;;
1348;DALI-SB to TD CONFIGURATION DATA PROVIDER - Data Acq;;DALI-SB (B266);TD Configuration Data Provider (G101);;;
1499;DALI-SB to X2PAC;;DALI-SB (B266);X2PAC (D570);;;
1500;DALI-SB to ZAMIZ;;DALI-SB (B266);ZAMIZ Imagemaster (H670);;;
1333;eCatalogue to SEARCH;;eCatalogue (H961);Federated Search (I770);File;NO;YES
1562;e-Collection to ISAIM (AS30);;e-Collection (A222);ISAIM (AS30);;;
1467;EDPS SAP part to CCS;;EDPS SAP part (SR01);CCS (G102);;;
1520;EDPS SAP part to DALI Production (DD);;EDPS SAP part (SR01);DALI (B260);;;
1349;EDPS SAP part to SMS;;EDPS SAP part (SR01);SMS (8I00);;;
1541;ELIPS - TDO to CDM;;ELIPS - TDO (D124);CDM (YI10);;;
1540;ELIPS - TDO to SB-COMP;;ELIPS - TDO (D124);SB-COMP (SH20);;;
1553;ELIPS (FCOR) to ASPECT (SAP PCS);;ELIPS (D120);ASPECT (O910);;;
1542;ELIPS-ALCOM (SAP PCS-WebDynPro) to CDM;;ELIPS (D120);CDM (YI10);;;
1334;FAIR ISP to SEARCH;;FAIR (D220);Federated Search (I770);File;NO;YES
1335;FAIR OPS to SEARCH;;FAIR (D220);Federated Search (I770);File;NO;YES
1423;GAMS to CCS;;GAMS (IM06);CCS (G102);;;
3;ATA Breakdown & Circuit letter;885;GIDOCA (5600);ACC (PA02);File;NO;YES
1191;DB ATA REF - GIDOCA(8E00) to ACC;;GIDOCA (5600);ACC (PA02);File;NO;YES
1351;TD Aircraft Allocated  to AMS (WB SA LR DD A400M);;GIDOCA (5600);AMS (8500);File;NO;NO
1630;Criteria - GIDOCA(5600) to AMS;;GIDOCA (5600);AMS (8500);File;YES;NO
1626;CRITERIA - GIDOCA (5600) to GIDOCA+ ;;GIDOCA (5600);GIDOCA (DD + LR + SA + MT) (8E00);File;YES;NO
1515;GIDOCA (DD + LR + SA + MT) - CDE TR to GIPSY-AUTHORING (DD) - Preview Maintenance;;GIDOCA (5600);GIPSY-AUTHORING (DD) - Preview Maintenance (8R03);File;YES;NO
1633;Criteria - GIDOCA (5600) to MSG3;;GIDOCA (5600);MSG3 Pre Analysis MFU (IM64);;;
1295;GIDOCA (DD + LR + SA + MT) - PS to ACDB/DBFIN;;GIDOCA (DD + LR + SA + MT) (8E00);ACDB (8W00);File;YES;NO
1294;GIDOCA (DD + LR + SA + MT) - CRIT to AMS (WB SA LR DD A400M);;GIDOCA (DD + LR + SA + MT) (8E00);AMS (8500);;;
1298;GIDOCA (DD + LR + SA + MT) - CRIT to CMS - Services;;GIDOCA (DD + LR + SA + MT) (8E00);CMS (DD) (G100);File;NO;NO
1300;GIDOCA (DD + LR + SA + MT) - CRIT to Criteria Data evolution tracking;;GIDOCA (DD + LR + SA + MT) (8E00);Criteria Data Evolution Tracking (AP28);File;NO;NO
1634;Criteria - GIDOCA(8E00) - MSG3 ;;GIDOCA (DD + LR + SA + MT) (8E00);MSG3 Pre Analysis MFU (IM64);File;NO;NO
1297;GIDOCA (DD + LR + SA + MT) - RPT  to CDP - Data Acq - Reporting;;GIDOCA (DD + LR + SA + MT) (8E00);TD Configuration Data Provider (G101);File;YES;NO
1299;GIDOCA (DD + LR + SA + MT) - CDE to TD CDP- Data Acq - Production ;;GIDOCA (DD + LR + SA + MT) (8E00);TD Configuration Data Provider (G101);;YES;NO
1517;GIPSY-AUTHORING (DD) - Preview Maintenance to Formated CONTENTS and TEMPORARY;;GIPSY-AUTHORING (DD) - Preview Maintenance (8R03);FORMATED CONTENTS and TEMPORARY (AP50);;;
1507;GIPSY-AUTHORING (DD) - Preview Maintenance to SB-CCT;;GIPSY-AUTHORING (DD) - Preview Maintenance (8R03);SB-CCT (DT10);;;
1636;FIN - GIPSY - ACDB;;GIPSY-AUTHORING (DD) (8H00);ACDB (1Q00 and 8W00);;;
1368;GIS to CMS - PS;;GIS (O710);CMS (DD) (G100);;;
1439;GIS-TDFIN  to CMS - Services;;GIS (O710);CMS (DD) (G100);;;
1440;GIS-Zapdis to CMS - Services;;GIS (O710);CMS (DD) (G100);;;
1409;IMS - Duplicate & Dispatch to CARS - CARS Synthesis;;IMS - Duplicate & Dispatch (IM01);CARS - CARS Synthesis (A741);;;
1422;IMS - Duplicate & Dispatch to CCDA;;IMS - Duplicate & Dispatch (IM01);CCDA (T450);;;
1416;IMS - Duplicate & Dispatch to CCS;;IMS - Duplicate & Dispatch (IM01);CCS (G102);;;
1345;IMS - Duplicate & Dispatch to CDS TD;;IMS - Duplicate & Dispatch (IM01);CDS TD (A660);;;
1415;IMS - Duplicate & Dispatch to COC DB;;IMS - Duplicate & Dispatch (IM01);COCDB (G080);;;
1408;IMS - Duplicate & Dispatch to COMM-LAYER;;IMS - Duplicate & Dispatch (IM01);COMM-LAYER (8J01);;;
1411;IMS - Duplicate & Dispatch to DALI Production (DD);;IMS - Duplicate & Dispatch (IM01);DALI (B260);;;
1516;IMS - Duplicate & Dispatch to GIPSY-AUTHORING (DD) - Preview Maintenance;;IMS - Duplicate & Dispatch (IM01);GIPSY-AUTHORING (DD) - Preview Maintenance (8R03);File;YES;NO
1407;IMS - Duplicate & Dispatch to IPC Production;;IMS - Duplicate & Dispatch (IM01);IPC Production (8D02);;;
1419;IMS - Duplicate & Dispatch to MATR;;IMS - Duplicate & Dispatch (IM01);MATR (IM31);;;
1410;IMS - Duplicate & Dispatch to MEDIATIZATION;;IMS - Duplicate & Dispatch (IM01);MEDIATIZATION (B220);;;
1418;IMS - Duplicate & Dispatch to OPS Publisher;;IMS - Duplicate & Dispatch (IM01);OPS Publisher (G420);;;
1421;IMS - Duplicate & Dispatch to OPSDATA - PROD;;IMS - Duplicate & Dispatch (IM01);OPSDATA (OP01);;;
1420;IMS - Duplicate & Dispatch to Pre Analysis;;IMS - Duplicate & Dispatch (IM01);Pre Analysis (IM34);;;
1473;IMS - Duplicate & Dispatch to RMS;;IMS - Duplicate & Dispatch (IM01);RMS (E800);;;
1412;IMS - Duplicate & Dispatch to WALI AWL Production;;IMS - Duplicate & Dispatch (IM01);WALI AWL Production (B710);;;
1414;IMS - Duplicate & Dispatch to X2PAC;;IMS - Duplicate & Dispatch (IM01);X2PAC (D570);;;
1305;IPC Authoring to CCS;;IPC (DD) - Authoring (8D01);CCS (G102);;;NO
1632;APS Criteria - IPC AUTH to GIDOCA (8E00) - SA&LR;;IPC (DD) - Authoring (8D01);GIDOCA (DD + LR + SA + MT) (8E00);File;NO;NO
1303;IPC Authoring to IPC Production;;IPC (DD) - Authoring (8D01);IPC Production (8D02);;;NO
1304;IPC Authoring to SMS;;IPC (DD) - Authoring (8D01);SMS (8I00);;;NO
1312;IPC Production to APO/SCM: Planning (CDA, NewPDS);;IPC Production (8D02);APO/SCM: Planning (CDA, NewPDS) (T010);;;NO
1308;IPC Production to CDS TD;;IPC Production (8D02);CDS TD (A660);;;NO
1306;IPC Production to IPC Production;;IPC Production (8D02);IPC Production (8D02);;;NO
1311;IPC Production to NEW ESY;;IPC Production (8D02);NEW ESY (H550);;;NO
1307;IPC Production to SMS;;IPC Production (8D02);SMS (8I00);;;NO
1310;IPC Production to TD CONFIGURATION DATA PROVIDER - Data Acq;;IPC Production (8D02);TD Configuration Data Provider (G101);;;NO
1309;IPC Production to WALI AWL Production;;IPC Production (8D02);WALI AWL Production (B710);;;NO
1575;ISAIM to CIR;;ISAIM (AS30);CIR (A269);;;
1568;ISAIM (AS30) to DIAM (ST40);;ISAIM (AS30);DIAM (ST40);;;
318;Flight Data flow for already delivered A/C;;ISAIM-CDBi (ST01);ACC (PA02);File;NO;YES
799;In service A/C information ;;ISAIM-CDBi (ST01);ACMM (SS10);;;
875;Transfer of MSN OPCUM info. from FOCUS to ACMM;;ISAIM-CDBi (ST01);ACMM (SS10);File;NO;YES
878;ISAIM --> ACMM: MSN Events;;ISAIM-CDBi (ST01);ACMM (SS10);File;NO;YES
609;IsCom SB reporting to ACMM (Functional view);#VALUE!;ISCoM (A661);ACMM (SS10);Other;YES;YES
1552;Iscom to ASPECT (SAP PCS);;ISCoM (A661);ASPECT (O910);;;
1554;MADAME to ASPECT;;MADAME (SP01);ASPECT (O910);;;
1466;MADAME to SMS;;MADAME (SP01);SMS (8I00);;;
1426;MATR  to DACAS TR & Preview;;MATR (IM31);DACAS (I070);;;
1424;MATR to IPC Authoring;;MATR (IM31);IPC (DD) - Authoring (8D01);;;
1425;MATR to WISE;;MATR (IM31);WISE (G340);;;
1556;MEDAS - Production  to Air Plan Simulator;;MEDAS (DC00);Air Plan Simulator (K210);;;
1557;MEDAS - Production  to Air Plan Simulator;;MEDAS (DC00);Air Plan Simulator (K210);;;
1406;NEW ESY to MADAME BW Reporting;;NEW ESY (H550);MADAME BW Reporting (SP02);;;
1405;NEW ESY to STDE;;NEW ESY (H550);STDE (H350);;;
1585;NEW GOLDO to TD CONFIGURATION DATA PROVIDER - Data Acq;;New GOLDO (FX80);TD Configuration Data Provider (G101);;;
1586;NEW GOLDO to X2PAC;;New GOLDO (FX80);X2PAC (D570);;;
1404;OPS Publisher to OPSDATA - PROD;;OPS Publisher (G420);OPSDATA (OP01);;;
1456;OPSDATA - PROD to ADOC / ADOC WEB;;OPSDATA (OP01);ADOC for Web Content (M380);;;
1449;OPSDATA -AUTH to CMS - Services;;OPSDATA (OP01);CMS (DD) (G100);;;
1192;OPSDATA to Federated Search;;OPSDATA (OP01);Federated Search (I770);;;
1455;OPSDATA - PROD to IMS - Duplicate & Dispatch;;OPSDATA (OP01);IMS - Duplicate & Dispatch (IM01);;;
1458;OPSDATA - PROD to LTS;;OPSDATA (OP01);LTS (X497);;;
1447;OPSDATA - PROD to OIS PREVIEW;;OPSDATA (OP01);OIS-PREVIEW (A610);;;
1448;OPSDATA - PROD to OLB CLASSIC;;OPSDATA (OP01);OLB Classic (FQ70);;;
1451;OPSDATA - PROD to OPS Publisher;;OPSDATA (OP01);OPS Publisher (G420);;;
1450;OPSDATA - PROD to TD CONFIGURATION DATA PROVIDER - Data Acq;;OPSDATA (OP01);TD Configuration Data Provider (G101);;;
879;PPMS to ACC via ACMM Exchange module;;PPMS (UN01);ACMM (SS10);DB2 Exchange Table;NO;YES
1432;Pre Analysis to BW for PRE ANALYSIS Reporting;;Pre Analysis (IM34);BW for PRE ANALYSIS Reporting (IM44);;;
1429;Pre Analysis to CCS;;Pre Analysis (IM34);CCS (G102);;;
1433;Pre Analysis to EDPS SAP part;;Pre Analysis (IM34);EDPS SAP part (SR01);;;
1431;Pre Analysis to GAMS;;Pre Analysis (IM34);GAMS (IM06);;;
1430;Pre Analysis to IMS - Duplicate & Dispatch;;Pre Analysis (IM34);IMS - Duplicate & Dispatch (IM01);;;
1428;Pre Analysis to IPC Authoring;;Pre Analysis (IM34);IPC (DD) - Authoring (8D01);;;
1564;RMT to AIRTAC;;RMT (D160);AIRTAC GIS (F300);;;
1476;SB CEG (Retired) to CADABAS TP2;;SB CEG (DT12);CADABAS TP2 (DA02);;;
1477;SB CEG (Retired) to DAMASTH TP3;;SB CEG (DT12);DAMASTH TP3 (DB03);;;
1474;SB CEG (Retired) to SB-CCT;;SB CEG (DT12);SB-CCT (DT10);;;
1475;SB CEG (Retired) to SB-COMP (SH20);;SB CEG (DT12);SB-COMP (SH20);;;
1490;SB CKM to CADABAS TP3;;SB CKM (G330);CADABAS TP3 (DA03);;;
1489;SB CKM to DACAS - SB;;SB CKM (G330);DACAS (I070);;;
1491;SB CKM to SB CEG (retired);;SB CKM (G330);SB CEG (DT12);;;
1481;SB-CCT to SB CEG (Retired);;SB-CCT (DT10);SB CEG (DT12);;;
1478;SB-CCT to SB-CCT;;SB-CCT (DT10);SB-CCT (DT10);;;
1480;SB-CCT to SBCLAS;;SB-CCT (DT10);SBCLAS (F550);;;
1479;SB-CCT to SB-COMP (SH20);;SB-CCT (DT10);SB-COMP (SH20);;;
1493;SBCLAS to CMS - Services;;SBCLAS (F550);CMS (DD) (G100);;;
1533;SBCLAS to DACAS - SB;;SBCLAS (F550);DACAS (I070);;;
1518;SBCLAS (SB-DAM for TR & Preview) to DALI Production (DD);;SBCLAS (F550);DALI (B260);;;
1496;SBCLAS to DALI-SB;;SBCLAS (F550);DALI-SB (B266);;;
1510;SBCLAS to New GOLDO - Production;;SBCLAS (F550);New GOLDO (FX80);;;
1492;SBCLAS to SB CKM;;SBCLAS (F550);SB CKM (G330);;;
1494;SBCLAS to SB-COMP;;SBCLAS (F550);SB-COMP (SH20);;;
1497;SBCLAS to X2PAC;;SBCLAS (F550);X2PAC (D570);;;
515;SB;1389;SB-COMP (SH20);ACMM (SS10);Other;YES;YES
1485;SB-COMP (SH20) to ATLAS - Spares Management;;SB-COMP (SH20);ATLAS Spares Management (S350);;;
1482;SB-COMP (SH20) to SB-CCT;;SB-COMP (SH20);SB-CCT (DT10);;;
1483;SB-COMP (SH20) to SB-CCT;;SB-COMP (SH20);SB-CCT (DT10);;;
1484;SB-COMP (SH20) to SBCLAS;;SB-COMP (SH20);SBCLAS (F550);;;
1538;SB-COMP (SH20) to SUPREM;;SB-COMP (SH20);SUPREM (A730);;;
1205;3D data exchange;;SIMIC (K350);3DSRM Ident (1B80);;;YES
1438;SIMICto Repair Manager;;SIMIC (K350);Repair Manager (K140);;;
1313;SMS to Airnav SRM Ident;;SMS (8I00);Airnav (C770);;;NO
1625;SMS to AIRN@v;;SMS (8I00);Airnav (C770);;;
1536;SMS to AWL2-AUTH (WB SA LR DD SAT ATR);;SMS (8I00);AWL2 (8L00);;;
612;SMS Part to BOM;#VALUE!;SMS (8I00);Bom Transfer (FT80);DBLink;NO;NO
1337;SMS to CMS - Services?;;SMS (8I00);CMS (DD) (G100);;;
1631;APS Criteria - SMS - GIDOCA (8E00) - A380;;SMS (8I00);GIDOCA (DD + LR + SA + MT) (8E00);File;YES;NO
