ID;Title;Cesar ID;From_application;To_Application;I/F technology;Strong I/F;Cross ICT Domains
122;MSN, MOD, MP;1322;MCC (S170);AIR (S520);DBLink;NO;YES
1592;Validity;;MCC (S170);CADABAS TP1 (DA01);DBLink;NO;YES
127;different MCC tables;1257;MCC (S170);CCP (Q960);DBLink;NO;YES
1120;MSN and CIN validity;1262;MCC (S170);CODAC (R930);DBLink;NO;YES
128;Access-Interface for RFC process in SA;#VALUE!;MCC (S170);Defi-Delta (xxxxx);DBLink;NO;YES
124;Jobs K53E10AP and K53E10AQ ;389;MCC (S170);ESAO SA HAM (V430);File;NO;YES
125;different MCC tables;#VALUE!;MCC (S170);Importtool for LR tools (xxxxx);DBLink;NO;YES
123;Used for Screening preparation and Delta Calculation in LR ;1259;MCC (S170);LIMS (S380);DBLink;NO;YES
130;History sheets for German meetings;1543;MCC (S170);MIB (C030);File;NO;YES
943;CIN-Validities and AIPL information;;MCC (S170);TAKSY:DEF (X010:DEF);DBLink;NO;NO
942;CIN Validities ;;MCC (S170);TAKSY:MODA (X010:MODA);DBLink;NO;NO
287;MCT Business data Transfer;915;MCT (I531);ACMM (SS10);DBLink;NO;NO
675;MOD/CIN Closure Information;916;MCT (I531);ACMM (SS10);DBLink;;
288;MCT Data replication (A350-A400M);1756;MCT (I531);CM Reporting (G930);DBLink;NO;NO
1622;New ADCL to SBCOMP;;New ADCL (Q970);SB-COMP (SH20);;NO;
1069;TBD;;ONVISE (FI10);NLCP (FO50);File;;
261;Optegra A-E to SPRINT;035;Optegra A-E (NE80);SPRINT (ND72);Service;NO;NO
1063;to be defined-OK;;PEGASE (FJ10);ADN/OSIRIS (BS40);Other;;YES
1065;TBD;;PERFO MOTEURS (X543);ADN/OSIRIS (BS40);;;
273;Physical Data replication;2239;Primes Services SSI A350 (I472);CM Reporting (G930);DBLink;;NO
275;DBLink data for reports;2241;Primes Services SSI A350 (I472);CM Reporting (G930);DBLink;;NO
280;Data For Reports;726;Primes Services SSI A350 (I472);CM Reporting (G930);DBLink;;NO
166;FIN Installation + effectivity;661;Primes Services SSI A350 (I472);GILDA (GG00 );File;NO;NO
945;AAT,CIN A400M;1236;Primes Services SSI A350 (I472);GILDA (GG00 );File;NO;NO
947;Typage Electrique CIN A400M & A350;1237;Primes Services SSI A350 (I472);GILDA (GG00 );File;NO;NO
237;Links CA - P/N per MSN;076;Primes Services SSI A350 (I472);ICC-CADB (A410);File;;NO
239;CA Composition in FIN -CI;1735;Primes Services SSI A350 (I472);ICC-CADB (A410);;;NO
250;Upper CA-CA/VU/VB/VBVE;393;Primes Services SSI A350 (I472);ICC-CADB (A410);;;NO
252;CA Composition in ADAP-CI;396;Primes Services SSI A350 (I472);ICC-CADB (A410);;;NO
282;ADAP Product Structure;914;Primes Services SSI A350 (I472);MCT (I531);DBLink;;NO
272;DBLink data for reports;216;Primes Services SSI A380 (I470);CM Reporting (G930);DBLink;;NO
240;CA Composition in FIN -CI;1735;Primes Services SSI A380 (I470);ICC-CADB (A410);;;NO
241;Upper CA-CA VU/VB/VE;1736;Primes Services SSI A380 (I470);ICC-CADB (A410);;;NO
248;Links CA - P/N per MSN;2344;Primes Services SSI A380 (I470);ICC-CADB (A410);;;NO
249;CA Composition in ADAP-CI;2346;Primes Services SSI A380 (I470);ICC-CADB (A410);;;NO
278;DBLink Primes Services SSI Data;3016;Primes Services SSI A400M (I471);CM Reporting (G930);DBLink;;NO
296;DBLink data for reports;1300;Primes Services SSI A400M (I471);CM Reporting (G930);DBLink;;NO
303;DBLink Primes Services SSI Data;239;Primes Services SSI A400M (I471);CM Reporting (G930);DBLink;;NO
944;AAT,CIN A400M;1236;Primes Services SSI A400M (I471);GILDA (GG00 );File;NO;NO
946;Typage Electrique CIN A400M & A350;1237;Primes Services SSI A400M (I471);GILDA (GG00 );File;NO;NO
242;Links CA - P/N per MSN;2000;Primes Services SSI A400M (I471);ICC-CADB (A410);File;;NO
243;CA Composition in ADAP-CI;2002;Primes Services SSI A400M (I471);ICC-CADB (A410);File;;NO
244;CA Composition in FIN-CI;2003;Primes Services SSI A400M (I471);ICC-CADB (A410);File;;NO
245;Upper CA-CA/VU/VBVE;2004;Primes Services SSI A400M (I471);ICC-CADB (A410);File;;NO
236;Links CA - P/N per MSN;076.c;Primes Services SSI DWH A400M (E120);ICC-CADB (A410);File;;NO
251;CA Composition in ADAP-CI;395;Primes Services SSI DWH A400M (E120);ICC-CADB (A410);;;NO
279;Data For Reports;706;PSS A350 (E122);CM Reporting (G930);Other;;NO
238;CA Composition in FIN-CI;1603;PSS A350 (E122);ICC-CADB (A410);DBLink;;
283;FIN Product Structure;913;PSS A350 (E122);MCT (I531);DBLink;;NO
281;Data For Reports;817;PSS A380 (E121);CM Reporting (G930);Other;;NO
246;CA Composition in FIN-CI;2321;PSS A380 (E121);ICC-CADB (A410);File;;NO
277;Data For Reports;240;PSS A400M (V210);CM Reporting (G930);Other;;NO
247;CA Composition in FIN-CI;2332;PSS A400M (V210);ICC-CADB (A410);DBLink;;NO
263;SPRINT to AMO;1801;SPRINT (ND72);AMO (ND73);Service;NO;NO
132;SPRINT to Gesti¢n Documental;1763;SPRINT (ND72);Gestion Documental (O880);File;NO;YES
133;SPRINT to GILDA::MMDB+;1213;SPRINT (ND72);GILDA:MMDB+ (GG00:MMDB+);File;NO;NO
260;SPRINT to Optegra A-E;1806;SPRINT (ND72);Optegra A-E (NE80);Other;NO;NO
135;SPRINT to SAP Spain[285];285;SPRINT (ND72);SAP SPA - ERP SP (B050);Service;NO;YES
531;SPRINT to SAP Spain[364];364;SPRINT (ND72);SAP SPA - ERP SP (B050);Service;NO;YES
532;SPRINT to SAP Spain[371];371;SPRINT (ND72);SAP SPA - ERP SP (B050);Service;NO;YES
137;SPRINT to SIVIC;1765;SPRINT (ND72);SIVIC (N/A);File;NO;YES
352;Commercial Offer RFC/SCN/MSCN and EPAC/TDU;177;Sysconf (PJ00);ACC (PA02);DB2 Exchange Table;YES;NO
676;interface sysconf/FCO;#VALUE!;Sysconf (PJ00);FCO Management Tool (PM00);Other;NO;YES
68;A-D SSI Definition with Effectivity;021;TAKSY (X010);ConfigurationDataToVpmInterface (FR50);File;NO;NO
119;SSI Definition without Req. + CA/CC Code + Indus Conf;323;TAKSY (X010);Primes Services SSI A380 (I470);File;;NO
1195;Design Basic Data;1550;TAKSY (X010);R-DB Delta Calculation (G070);DB2 Exchange Table;NO;YES
56;MP pro MSN;484;TAKSY:DEF (X010:DEF);FUN2 (I190);DBLink;NO;YES
55;TAKSY 14;1548;TAKSY:DEF (X010:DEF);IRS (U830);DBLink;NO;YES
59;MSN, CA, MOD, MP;492;TAKSY:DEF (X010:DEF);R-DB Delta Calculation (G070);DBLink;NO;YES
57;MSN, CA, MOD, MP;487;TAKSY:DEF (X010:DEF);SARIS (P210);File;NO;YES
309;DEfi TC20D;507;TAKSY:DEF (X010:DEF);TWE (TAKSY Web Engine) (1G98);DBLink;NO;NO
93;FIN Equipment data;#VALUE!;TAKSY:ELSY (X010 :ELSY);ASTERICS (Q800);File;NO;YES
89;A-D ESD Transfer;1564;TAKSY:ELSY (X010 :ELSY);BCAWD (X419);File;NO;NO
92;A-D EDDF ESD Transfer;1563;TAKSY:ELSY (X010 :ELSY);CIRCE-C (LC10);File;NO;NO
90;CATIA E3D for LR;1566;TAKSY:ELSY (X010 :ELSY);ELEX (1P27);File;NO;NO
94;A-D FIN-SI FSI/NFSI Defintion;162;TAKSY:ELSY (X010 :ELSY);Primes System FIN SI (F590);File;NO;NO
1206;Electrical Schemes with effectivities;;TAKSY:ELSY (X010 :ELSY);SMS (8I00);File;NO;YES
96;A-D Wires, Equipment, AAT data from TAKSY:GESY and TAKSY:ELSY;1425 & 1427;TAKSY:GESY (X010:GESY);AWL2 (8L00);File;NO;YES
98;[1561] FIN Equipment data BFE, SSBFE;1561;TAKSY:GESY (X010:GESY);BFEMS (PF00);File;NO;YES
1612;Equipement data for configuration conformity;new;TAKSY:GESY (X010:GESY);CAIR (B750);;NO;YES
100;[1329] Equipment data for cost calculation;1329;TAKSY:GESY (X010:GESY);Cast-Others (O750);File;NO;YES
110;FIN Equipment data;1333;TAKSY:GESY (X010:GESY);CERIS++ (VCV Configuration Management) (AU40);File;NO;YES
109;[1832] FIN cascade with MSN effectivity;1832;TAKSY:GESY (X010:GESY);ConfigurationDataToVpmInterface (FR50);File;NO;NO
103;[2208] Standard Deviation for SA/LR;2208;TAKSY:GESY (X010:GESY);ECDB (LE80);File;NO;NO
104;[2206] CB (Circuit Breaker) Delta FIN Cascade changes);2206;TAKSY:GESY (X010:GESY);ECDB (LE80);File;NO;NO
105;[1558] A-D FIN Equipment system definition and A-D CIN referential;1558;TAKSY:GESY (X010:GESY);ECDB (LE80);File;NO;NO
107;[1555] IRS Request for chapter 3;1555;TAKSY:GESY (X010:GESY);IRS (U830);Other;NO;YES
259;Weight Check list;#VALUE!;TAKSY:GESY (X010:GESY);P342 (DH70);DBLink;NO;NO
114;[162] A-D FIN-SI FSI/NFSI Defintion;162;TAKSY:GESY (X010:GESY);Primes System FIN SI (F590);File;NO;NO
108;[1551] ECO for FIN EQ;1551;TAKSY:GESY (X010:GESY);R-DB Delta Calculation (G070);DBLink;NO;YES
113;LR ECO Transfer;#VALUE!;TAKSY:GESY (X010:GESY);SAP R/3 FR_xGI_LDS (B030);File;NO;YES
106;[084] Serial Equipment;084;TAKSY:GESY (X010:GESY);SAP R/3 GE_xDA_LDS (B020);File;NO;YES
1616;TAKSY-GESY Brutto;;TAKSY:GESY (X010:GESY);SAP R/3 GE_xDA_LDS (B020);Other;NO;YES
80;MOD Closure Stage3;1346;TAKSY:MODA (X010:MODA);ACC (PA02);File;NO;NO
72;[1253] BM data from TAKSY;1253;TAKSY:MODA (X010:MODA);BU/BM Overview (AR0280);Service;NO;YES
70;[1250] MOD, MP, Validities;1250;TAKSY:MODA (X010:MODA);DAMASTH TP5 (DB05);DBLink;NO;YES
972;Loop back for DQN Closure;IL import;TAKSY:MODA (X010:MODA);DQN (C720);File;NO;YES
791;ElconDB;571;TAKSY:MODA (X010:MODA);ElconDB (CB60);DBLink;NO;NO
78;MSN, MOD, MP, ;389;TAKSY:MODA (X010:MODA);ESAO SA HAM (V430);File;NO;YES
81;[1541] TAKSY 6, MP+Validity;1541;TAKSY:MODA (X010:MODA);FUN2 (I190);DBLink;NO;YES
723;GTR, GCO from TAKSY MODA BM;#VALUE!;TAKSY:MODA (X010:MODA);FUN2 (I190);File;NO;YES
83;MOD Closure data;445;TAKSY:MODA (X010:MODA);MC5-Tool (P910);DBLink;NO;YES
82;[1543] TAKSY 4 MOD, MP, RFC, History;1543;TAKSY:MODA (X010:MODA);MIB (C030);File;NO;YES
1123;Validity, GLP;126;TAKSY:MODA (X010:MODA);PDMLink System A380 (A205);File;NO;YES
73;[1256] MOD,MP,RFC,AEV;1256;TAKSY:MODA (X010:MODA);ZAMIZ Imagemaster (H670);File;NO;YES
889;Approved Design Data;;TAKSY:STL (X010:STL);B.O.T (xxxxx);File;NO;YES
85;Master Data, BOM and Effectivity;1213;TAKSY:STL (X010:STL);GILDA (GG00 );File;NO;NO
63;Gross;521;TAKSY:STL (X010:STL);GVS - BRUTTO (N061);File;NO;YES
69;[1248]drawing freeze LR;1248;TAKSY:STL (X010:STL);MAEVA (N112);File;NO;YES
301;Configuration Effectivities;#VALUE!;TAKSY:STL (X010:STL);PPS Legacy (N136);Other;NO;YES
66;[1664] Product Structure + Effectivity;1664;TAKSY:STL (X010:STL);PRIMUS (xxxxx);File;NO;NO
312;Weight calculation;1244;TAKSY:STL (X010:STL);TWE (TAKSY Web Engine) (1G98);DBLink;NO;NO
788;AAT (called GLP) eBM;1554;TAKSY:TAK (X010:TAK);BW - CS TECH-DATA (G710);File;NO;YES
1591;GLP data;;TAKSY:TAK (X010:TAK);CADABAS TP1 (DA01);DBLink;NO;YES
784;AAT (called GLP) to Supplier RUAG;;TAKSY:TAK (X010:TAK);Supplier(s) (XXX);File;NO;NO
785;AAT (called GLP) to Supplier PAG Augsburg;;TAKSY:TAK (X010:TAK);Supplier(s) (XXX);File;NO;NO
786;AAT (called GLP) Logistic STUTE;;TAKSY:TAK (X010:TAK);Supplier(s) (XXX);File;NO;NO
787;AAT (called GLP) KID Buxtehude;;TAKSY:TAK (X010:TAK);Supplier(s) (XXX);File;NO;NO
292;MSN+TBT+Target Dates;#VALUE!;TAKSY:TESY (X010 :TESY);Supplier(s) (XXX);File;NO;YES
311;TC11P data;820;TAKSY:TESY (X010 :TESY);TWE (TAKSY Web Engine) (1G98);DBLink;NO;NO
761;80A,36S,37S;839;TAKSY:ZEI (X010:ZEI);CADABAS TP1 (DA01);DBLink;NO;
310;BOT : report CA-Cascade;374;TWE (TAKSY Web Engine) (1G98);SAP System Netweaver BW-PBA (J020);File;NO;YES
308;TC11P Load with MSN, KZI, Target dates;820;TWE (TAKSY Web Engine) (1G98);TAKSY:TESY (X010 :TESY);File;NO;NO
957;CAIR Traceability Chapters 2, 3, 12;IL import;AIR (S520);GIDOCA (5600);File;NO;YES
802;A.I.R. (SA LR A-D+China);1384;AIR 2000   (N912);ACC: AIR96 (C360);File;YES;NO
958;A/C Documentation Data;IL import;AIR_C (R340);ACC: AIR96 (C360);File;;YES
722;eBM SAP QM;#VALUE!;ARP Manufacturing and engineering (F880);TAKSY:MODA (X010:MODA);File;NO;YES
1613;Info about attestation of MSN;new;CAIR (B750);TAKSY:DEF (X010:DEF);;NO;YES
529;module decision main treatment ;#VALUE!;CIRCE-P (G840);CIRCE-G (LC30);File;NO;YES
770;Retrofits (heavy treatment);;CIRCE-P (G840);CIRCE-G (LC30);File;NO;YES
771;Retrofits (sketches);;CIRCE-P (G840);CIRCE-G (LC30);File;NO;YES
774;"""module de decision"" come back sketches ";;CIRCE-P (G840);CIRCE-G (LC30);File;NO;YES
778;"sketches ""update EC20""";;CIRCE-P (G840);CIRCE-G (LC30);File;NO;YES
1318;Shared tables between CIRCE-P and CIRCE-G (owned by CIRCE-P) ;;CIRCE-P (G840);CIRCE-G (LC30);DB2 Exchange Table;YES;YES
1319;CICS shared table between CIRCE-P and CIRCE-G (owned by CIRCE-P)   ;;CIRCE-P (G840);CIRCE-G (LC30);File;YES;YES
1322;CIRCE files to CIRMA;;CIRCE-P (G840);CIRMA (N/A);File;NO;YES
1323;CIRCE files to FOKKER;;CIRCE-P (G840);FOKKER ELMO (N/A);File;NO;YES
1321;CIRCE files to LABINAL;;CIRCE-P (G840);LABINAL (N/A);File;NO;YES
1324;CIRCE files to LATELEC;;CIRCE-P (G840);LATELEC (N/A);File;NO;YES
1325;CIRCE files to RATIER;;CIRCE-P (G840);RATIER (N/A);File;NO;YES
1326;CIRCE files to SEFEE;;CIRCE-P (G840);SEFEE (N/A);File;NO;YES
1327;CIRCE files to STELIA;;CIRCE-P (G840);STELIA (N/A);File;NO;YES
872;Online Concessions Transfer;;CONCESSION (B330);ACMM (SS10);Other;NO;YES
1124;Repair manager management;;CONCESSION (B330);Repair Manager (K140);File;NO;YES
1115;DQN header;;DQN (C720);SAP PBI - Netweaver BW (B100);;NO;YES
1116;DQN Tasks;;DQN (C720);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1117;DQN drawing;;DQN (C720);SAP PBI - Netweaver BW (B100);RFC;NO;YES
971;DQN Impacts to Taksy;IL import;DQN (C720);TAKSY (X010);File;NO;YES
1118;PDF DQN document;;DQN (C720);ZAMIZ Imagemaster (H670);File;NO;YES
1615;Scheduled Brutto to Southplants;;GVS - BRUTTO (N061);Supplier(s) (XXX);File;YES;YES
991;Feedback information;IL import;IRS (U830);FUN2 (I190);DB2 Exchange Table;;YES
992;A/C outstanding work data;IL import;IRS (U830);SAP PBI - Netweaver BW (B100);;;YES
291;IRS Closure;1548;IRS (U830);TAKSY:DEF (X010:DEF);DBLink;YES;YES
773;delivery aircraft PMOD ICAO;;PMOD (N054);CIRCE-G (LC30);File;NO;YES
775;GILDA AAT;1210.a;PMOD (N054);ECDB (LE80);File;NO;YES
1207;CIN effectivity;;PMOD (N054);GIDOCA (5600);File;;YES
47;[1210.a] AAT;1210.a;PMOD (N054);GILDA (GG00 );File;NO;YES
48;[125] Industrial Configuration Set;125;PMOD (N054);GILDA (GG00 );File;NO;YES
776;MOD;;PMOD (N054);GILDA (GG00 );;;
777;AAT for MMDB+;1210.a;PMOD (N054);GILDA (GG00 );File;NO;YES
887;TXTFiles;;PMOD (N054);OPCMT (O240);;;
1617;Configuration Effectivities;;PPS Legacy (N136);SAP PR3 (N/A);;NO;YES
993;Engines order;IL import;PPS-ENGINE (D900);SAP P11 - ERP CE (B010);;;YES
994;Nacelles order;IL import;PPS-ENGINE (D900);SAP P11 - ERP CE (B010);;;YES
995;Propulsion systems order;IL import;PPS-ENGINE (D900);SAP P11 - ERP CE (B010);;;YES
345;List of MSN;1442;PVCE (N144);ACC (PA02);File;YES;YES
343;A.I.R. (SA LR A-F);1383;RIC (N156);ACC: AIR96 (C360);File;YES;YES
765;"""file aircraft delivery"" ";;RIC (N156);CIRCE-G (LC30);;;
741;Aircraft delivered Table ;;RIC (N156);GILDA (GG00 );File;NO;YES
1621;GR for BLO orders of BFE parts;IM Import;SAP Americ xAM_LDS (1J44);BFEMS (PF00);File;;YES
1001;Manufacturing data extraction request;IL import;SAP Americ xAM_LDS (1J44);R-DB Delta Calculation (G070);;;YES
1200;Basic Manufacturing Data US;;SAP Americ xAM_LDS (1J44);R-DB Delta Calculation (G070);File;NO;YES
1108;ZAMIZ  Nonconformity PAM;IL ImportGE;SAP Americ xAM_LDS (1J44);ZAMIZ Imagemaster (H670);;NO;YES
1109;ZAMIZ Inspectionlot PAM;IL ImportGE;SAP Americ xAM_LDS (1J44);ZAMIZ Imagemaster (H670);;NO;YES
1110;ZAMIZ Workorder PAM;IL ImportGE;SAP Americ xAM_LDS (1J44);ZAMIZ Imagemaster (H670);;NO;YES
1088;Sdwerke Schnittstelle;IL ImportGE;SAP MM SWS PDA (C262);Donauw”rth (N/A);;NO;YES
1089;Sdwerke Schnittstelle;IL ImportGE;SAP MM SWS PDA (C262);EADS EFW (N/A);;NO;YES
1090;Sdwerke Schnittstelle;IL ImportGE;SAP MM SWS PDA (C262);FLAMMAEROTEC (N/A);;NO;YES
1091;Sdwerke Schnittstelle;IL ImportGE;SAP MM SWS PDA (C262);KID (N/A);;NO;YES
1092;Sdwerke Schnittstelle;IL ImportGE;SAP MM SWS PDA (C262);LABINAL (N/A);;NO;YES
1093;Sdwerke Schnittstelle;IL ImportGE;SAP MM SWS PDA (C262);OPF (N/A);;NO;YES
1094;Sdwerke Schnittstelle;IL ImportGE;SAP MM SWS PDA (C262);PFW SPEYER (N/A);;NO;YES
1087;Customer demand;IL ImportGE;SAP MM SWS PDA (C262);SAP PR3 (N/A);;NO;YES
1022;Goods receipt;IL import;SAP PDA Supply flying part (BC70);SAP BW Delivery Adherence (C222);;;YES
1023;Goods receipt;IL import;SAP PDA Supply flying part (BC70);SAP BW Dispatch Advice (O600);;;YES
1024;Evidence;IL import;SAP PDA Supply flying part (BC70);SAP BW OTD Collaboration (C223);;;YES
1025;Supplier flag;IL import;SAP PDA Supply flying part (BC70);SAP BW OTD Collaboration (C223);;;YES
1026;Supplier root cause;IL import;SAP PDA Supply flying part (BC70);SAP BW OTD Collaboration (C223);;;YES
1027;Goods receipt;IL import;SAP PDA Supply flying part (BC70);SAP BW Rejection Rate (C225);;;YES
1028;Quality notification;IL import;SAP PDA Supply flying part (BC70);SAP BW Rejection Rate (C225);;;YES
1029;Supplier master Data;IL import;SAP PDA Supply flying part (BC70);SAP P11 - ERP CE (B010);;;YES
1096;Purchase order;IL ImportGE;SAP PDA Supply flying part (BC70);SAP P11 - ERP CE (B010);;NO;YES
1030;Workload procured;IL import;SAP PDA Supply flying part (BC70);SPEND ANALYSIS (A242);;;YES
1095;Forecast;IL ImportGE;SAP PDA Supply flying part (BC70);Stock and Demand BW KPI (H320);;NO;YES
1267;MSN repository;;SAP PGI logistics (BC20);SAP R3 CO -AFR (X127);Other;NO;YES
1082;PDA-> TAKSY-GESY;IL ImportGE;SAP PP Shopfloor A-D (R470);TAKSY:GESY (X010:GESY);DBLink;NO;YES
1105;ZAMIZ  Nonconformity PCH (SAP QM PCH);IL ImportGE;SAP QM PCH (T130);ZAMIZ Imagemaster (H670);RFC;NO;YES
1106;ZAMIZ Inspectionlot PCH (SAP QM PCH);IL ImportGE;SAP QM PCH (T130);ZAMIZ Imagemaster (H670);RFC;NO;YES
1102;ZAMIZ  Nonconformity PDA (SAP QM PDA);IL ImportGE;SAP QM PDA (T132);ZAMIZ Imagemaster (H670);;NO;YES
1103;ZAMIZ Inspectionlot PDA (SAP QM PDA);IL ImportGE;SAP QM PDA (T132);ZAMIZ Imagemaster (H670);;NO;YES
804;A.I.R.;1387;SAP R/3 Corporate_xAC_LDS (B180);ACC: AIR96 (C360);File;YES;YES
1125;concession reference from SAP PAC to CDIS;;SAP R/3 Corporate_xAC_LDS (B180);ACMM (SS10);File;NO;YES
1236;FIN-Equipment list extraction for CERIS++ ;;SAP R/3 Corporate_xAC_LDS (B180);CERIS++ (VCV Configuration Management) (AU40);Service;NO;YES
1129;Tech Data interface;;SAP R/3 Corporate_xAC_LDS (B180);CMS (DD) (G100);IDOC;NO;YES
1004;delta request file;IL import;SAP R/3 Corporate_xAC_LDS (B180);DPDS (Y103);;;YES
1111;eBinder;;SAP R/3 Corporate_xAC_LDS (B180);eLDS (1J98);RFC;NO;YES
1009;AIR data;IL import;SAP R/3 Corporate_xAC_LDS (B180);GIDOCA (5600);RFC;NO;YES
49;[1508] ECN DQN Impact;1508;SAP R/3 Corporate_xAC_LDS (B180);GILDA (GG00 );File;NO;YES
1005;delta request file;IL import;SAP R/3 Corporate_xAC_LDS (B180);GILDA (GG00 );File;;YES
1007;delta request file;IL import;SAP R/3 Corporate_xAC_LDS (B180);R-DB Delta Calculation (G070);File;;YES
1008;Request file for baseline;IL import;SAP R/3 Corporate_xAC_LDS (B180);R-DB Delta Calculation (G070);File;;YES
1211;MOD / MP EQ - HDELTA2EQ_MOD_MP;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;YES;YES
1212;MEGA2 EQ Eng. table - HDELTA2_EQ_PRIMES_FILE;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;YES;YES
1213;MOD / MP - HDELTA2_MOD_MP;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;YES;YES
1214;Datasource HPPD2_QE - HDELTA2_PRIMES_DQN;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;YES;YES
1215;Delta 2 Base Line - HDELTA2_PRIMES_FILE;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1216;D2 DS load with IS - HDELTA2_PRIMES_FILE_IS;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;YES;YES
1217;Master Data HQMSN - HQMSNTYP_ATTR;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1218;Msn attr - HQMSN_ATTR;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1219;Operator Code Text - HQOPERCOD_TEXT;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1220;CA/SN extraction - HQOWCASN_ATTR;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1221;MSN Filter - HZDPDBT05_ATTR;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;YES;YES
1222;Delivered MSN - HZDPDBT_DBAVION;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;YES;YES
1223;CAIR : DELTA1 - HZDPQMT32_D_D1;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;YES;YES
1224;CAIR : Delta 2 - HZDPQMT32_D_D2;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1225;DataSource HPPDE_P8 - ZDPD2T_HPPDE_P8;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;YES;YES
