ID;Title;Cesar ID;From_application;To_Application;I/F technology;Strong I/F;Cross ICT Domains
1226;CAIR FOLIO5 Head OW - ZHQMOW_CAIR_FOLIO5_HEADER;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1227;AIR Chapter 11 - ZHQM_AIR_CHAPTER11;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1228;AIR Chapter 2 - ZHQM_AIR_CHAPTER2;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1229;AIR Chapter 3 - ZHQM_AIR_CHAPTER3;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1230;AIR Chapter 4 - ZHQM_AIR_CHAPTER4;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1231;AIR Msn - ZHQM_AIR_MSN;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1232;NC attributes - ZNON_CONFORMANCES_ATTR;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1233;DQN - ZZDPQMT_DQN_AVIS;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1234;Vw ZDPMOTAC_O A400M - Z_A400M_ZDPMOTAC_O;;SAP R/3 Corporate_xAC_LDS (B180);SAP PBI - Netweaver BW (B100);RFC;NO;YES
1112;A400M traceability transfer;;SAP R/3 Corporate_xAC_LDS (B180);SAP PDR (N/A);;;YES
17;[1811] MSN for ® Transfert Val EQ ¯;1811;SAP R/3 FR_xGI_LDS (B030);ECDB (LE80);File;;YES
1620;GR for BLO orders of BFE parts;IM Import;SAP R/3 GE_xDA_LDS (B020);BFEMS (PF00);File;;YES
1081;Spares preisanstoá - PDA->CADABAS;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);CADABAS TP3 (DA03);;NO;YES
1098;PO Message;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);DCG integration (N/A);;NO;YES
1020;AMN;IL import;SAP R/3 GE_xDA_LDS (B020);HAZMAT (A500);;;YES
1021;Basic Manufacturing Data Germany;IL import;SAP R/3 GE_xDA_LDS (B020);R-DB Delta Calculation (G070);File;;YES
1086;Purchase order;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);SAP BW Delivery Adherence (C222);;NO;YES
884;MSN Repository / GLP;;SAP R/3 GE_xDA_LDS (B020);SAP ERP Buxtehude/Zship (W440);Other;;
1080;Spares PO PAG - PDA->PR3;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);SAP PR3 (N/A);;NO;YES
1097;Forecast;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stock and Demand BW KPI (H320);;NO;YES
1071;Logistic Shopfloor CEC hamburg;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1072;Logistic Shopfloor MWZ Bremen;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1073;Logistic Shopfloor MWZ Hamburg;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1074;MDU CECHamburg;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1075;MDU MWZ Bremen;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1076;MDU  MWZ Hamburg;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1077;Mvt.CECHamburg;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1078;Mvt.  MWZ Bremen;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1079;Mvt. MWZ Hamburg;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1083;PULL CECHamburg;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1084;PULL  MWZ Bremen;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1085;PULL MWZ Hamburg;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1099;TO CECHamburg;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1100;TO  MWZ Bremen;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
1101;TOMWZ Hamburg;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);Stute (N/A);;NO;YES
112;Production Orders sent from SAP PDA to TAKSY:GESY  ;#VALUE!;SAP R/3 GE_xDA_LDS (B020);TAKSY:GESY (X010:GESY);Other;NO;YES
1104;ZAMIZ Workorder PDA;IL ImportGE;SAP R/3 GE_xDA_LDS (B020);ZAMIZ Imagemaster (H670);;NO;YES
1002;Manufacturing data extraction request;IL import;SAP R/3 manufacturing China_xCH_LDS (J090);R-DB Delta Calculation (G070);;;YES
1198;Basic Manufacturing Data China;;SAP R/3 manufacturing China_xCH_LDS (J090);R-DB Delta Calculation (G070);File;;YES
1107;ZAMIZ Workorder PCH;IL ImportGE;SAP R/3 manufacturing China_xCH_LDS (J090);ZAMIZ Imagemaster (H670);;NO;YES
1031;Non  recurring cost;IL import;SAP R/3 UK_AxD_LDS (B040);ICOS UK - Non Recurring Costs (1O43);;;YES
1036;Quality notification;IL import;SAP R/3 UK_AxD_LDS (B040);SAP BW Rejection Rate (C225);;;YES
1253;Si ASA;;SAP SD After Sales PDA (R580);Repair Manager (K140);;YES;YES
1605;BW - AE - Actual cost of products;;SAP SPA - ERP SP (B050);BW - Actual cost of product (M840);RFC;;YES
1604;BW - controlling product cost;;SAP SPA - ERP SP (B050);BW Controlling of Product Cost (M860);RFC;;YES
1607;BW - General expenses SP;;SAP SPA - ERP SP (B050);BW General expenses -SP (M890);RFC;;YES
1139; Launch GTIïs;;SAP SPA - ERP SP (B050);CATS_A400M (xxxxx);;;YES
1140;Deletion of  GTIïs non effective;;SAP SPA - ERP SP (B050);CATS_A400M (xxxxx);;;YES
1141;notification and close of  ZGTI and ZRTI orders;;SAP SPA - ERP SP (B050);CATS_A400M (xxxxx);;;YES
1142;Creation of RTI;;SAP SPA - ERP SP (B050);CATS_A400M (xxxxx);;;YES
1143;SAP query of PPFF orders;;SAP SPA - ERP SP (B050);CATS_A400M (xxxxx);;;YES
1144;RFC CA creation in delievery center;;SAP SPA - ERP SP (B050);CATS_A400M (xxxxx);;;YES
1145;Assign MSN to equipment concession;;SAP SPA - ERP SP (B050);CATS_A400M (xxxxx);;;YES
1151;Global check of DEPS (usage1) in SAP;;SAP SPA - ERP SP (B050);Conversion (N/A);;;YES
1152;Settle again order WBS;;SAP SPA - ERP SP (B050);Conversion (N/A);;;YES
1153;PO Message;;SAP SPA - ERP SP (B050);DCG integration (N/A);;;YES
1154;External procured P/N with long lead time;;SAP SPA - ERP SP (B050);I2 (N/A);;;YES
1606;BW  ICOS-RECCURENTE;;SAP SPA - ERP SP (B050);ICOS-RECCURENTE domain for BW in Airbus Spain (M880);RFC;;YES
1155;RFC CA creation in delievery center;;SAP SPA - ERP SP (B050);IPP (N/A);;;YES
1156;PO interface;;SAP SPA - ERP SP (B050);IPP (N/A);;;YES
1157;Close Operation: Order notification;;SAP SPA - ERP SP (B050);IPP (N/A);;;YES
1158;AirSup Interface;;SAP SPA - ERP SP (B050);IPP (N/A);;;YES
1159;sequence function of  HDR SFIS.;;SAP SPA - ERP SP (B050);IPP (N/A);;;YES
1160;Multilevel BOM;;SAP SPA - ERP SP (B050);IPP (N/A);;;YES
1161;Cancel notification;;SAP SPA - ERP SP (B050);IPP (N/A);;;YES
1162;Stock level with FI data;;SAP SPA - ERP SP (B050);IPP (N/A);;;YES
1163;Load BOM;;SAP SPA - ERP SP (B050);IPP (N/A);;;YES
1164;Move planned order to purchase requisition;;SAP SPA - ERP SP (B050);IPP (N/A);;;YES
1165;SIVIC;;SAP SPA - ERP SP (B050);IPP (N/A);;;YES
1166;Load labels in SAP - Processes: assign MSN to equipment concession;;SAP SPA - ERP SP (B050);IPP (N/A);;;YES
1167;Interface SAP - SPRINT ;;SAP SPA - ERP SP (B050);LPI (N/A);;;YES
1168;Stock level with FI data;;SAP SPA - ERP SP (B050);LPI (N/A);;;YES
1169;Tratamiento LPI ARP;;SAP SPA - ERP SP (B050);LPI (N/A);;;YES
1170;Conversion of object types for master record changes;;SAP SPA - ERP SP (B050);LPI (N/A);;;YES
1171;Multilevel BOM consolidation (ARP) manufacturing;;SAP SPA - ERP SP (B050);LPI (N/A);;;YES
1172;Aircraft table interface;;SAP SPA - ERP SP (B050);Matriz (N/A);;;YES
1173;SAP query of PPFF orders;;SAP SPA - ERP SP (B050);Pelicano (N/A);;;YES
1174;Interface NC;;SAP SPA - ERP SP (B050);PHM (N/A);;;YES
1175;WO policy for PEF/SEQ;;SAP SPA - ERP SP (B050);Primes Services SSI A400M (I471);;;YES
1176;Stock extraction w/o FI data;;SAP SPA - ERP SP (B050);Primes Services SSI A400M (I471);;;YES
1177;Updte design - manufacturing;;SAP SPA - ERP SP (B050);SAP PBA- Netweaver BW (J020);;;YES
1138;WBS Extraction for aircraft table;;SAP SPA - ERP SP (B050);SAP SP1 (N/A);;;YES
1146;Selecci¢n total Avi¢n y m¢dulos;;SAP SPA - ERP SP (B050);SAP SP1 (N/A);;;YES
1147;Find aircraft module (configuration);;SAP SPA - ERP SP (B050);SAP SP1 (N/A);;;YES
1148;Get aircraft and module by PEF;;SAP SPA - ERP SP (B050);SAP SP1 (N/A);;;YES
1149;get sequence by module;;SAP SPA - ERP SP (B050);SAP SP1 (N/A);;;YES
1150;Aircraft table interface;;SAP SPA - ERP SP (B050);SAP SP1 (N/A);;;YES
1178;Interface Work Orders;;SAP SPA - ERP SP (B050);SAP SP1 (N/A);;;YES
1179;Interface NC;;SAP SPA - ERP SP (B050);SAP SP1 (N/A);;;YES
1180;RFC transfer data OW Management;;SAP SPA - ERP SP (B050);SAP SP1 (N/A);;;YES
1181;paralel execution. Broken BOM;;SAP SPA - ERP SP (B050);SAP SP1 (N/A);;;YES
1182;Interface MEGA_2;;SAP SPA - ERP SP (B050);SAP SP1 (N/A);;;YES
1593;Import/export;;SAP SPA - ERP SP (B050);SICEX (P311);RFC;NO;YES
1183;Load labels in SAP - Processes: assign MSN to equipment concession;;SAP SPA - ERP SP (B050);SIVIC (N/A);;;YES
1184;Extraction I2 of demand order data;;SAP SPA - ERP SP (B050);SIVIC (N/A);;;YES
1185;SIVIC file extraction;;SAP SPA - ERP SP (B050);SIVIC (N/A);;;YES
1186;function to validate PEF-Sequence via RFC;;SAP SPA - ERP SP (B050);SIVIP (N/A);;;YES
535;Sap Spain[271] - Aircraft Allocation Table Interface;271;SAP SPA - ERP SP (B050);SPRINT (ND72);Service;NO;YES
1012;GR for BLO orders of BFE parts;IL import;SAP SPA Supply flying part (CB30);BFEMS (PF00);File;;YES
1015;Goods receipt;IL import;SAP SPA Supply flying part (CB30);SAP BW Rejection Rate (C225);;;YES
1199;Basic Manufacturing Data Zephyir;;SAP System ERP GE Zephyr - PNC (J810);R-DB Delta Calculation (G070);File;;YES
1201;SA MSN dates;;SARIS (P210);R-DB Delta Calculation (G070);DBLink;;YES
689;#VALUE!;#VALUE!;SI Corporate (H620);FTA-NG (G550);File;;YES
739;AAT;1210.a;TABAV (C740);GILDA (GG00 );DBLink;YES;YES
881;CNS information tranfer;;TDQM (QQ00);ACMM (SS10);DBLink;NO;YES
865;TKZ to APC Jaguar;;TKZ-DB (NU59);APC JAGUAR (PB00);;;
61;[1245] TKZ pro MSN;1245;TKZ-DB (NU59);TAKSY:TESY (X010 :TESY);DBLink;YES;YES
1640;Industrial reporting link to TLB;;TLB (QA10);BO reporting for Programmes (1K26);DBLink;NO;YES
1235;TLB data to CDIS;;TLB (QA10);CDIS General (A420);;NO;YES
682;TLB data to FTA-NG;#VALUE!;TLB (QA10);FTA-NG (G550);DBLink;NO;YES
1059;ACMM to ADDOC;;ADDoc (1D07);ACMM (SS10);File;NO;YES
1210;CDIS updated by ADDOC;;ADDoc (1D07);CDIS General (A420);;NO;YES
514;Aircraft planning / production life;144;APC JAGUAR (PB00);ACMM (SS10);DBLink;NO;YES
880;Virtual MSN info. Transfer;;APC JAGUAR (PB00);ACMM (SS10);DBLink;NO;YES
344;Aircraft planning / production life;144;APC JAGUAR (PB00);APC JAGUAR (PB00);File;YES;YES
850;Official indust baseline dates to APMM;;APC JAGUAR (PB00);APMM (1L01);DBLink;NO;NO
857;Official indus baseline dates to BFEMS;;APC JAGUAR (PB00);BFEMS (PF00);DBLink;NO;
847;Ope Reporting on APC Jaguar;;APC JAGUAR (PB00);BO reporting for Programmes (1K26);DBLink;NO;NO
846;Official Area for contracts;;APC JAGUAR (PB00);CASCADE (F340);DBLink;NO;YES
862;Official indus baselining dates for CERIS++;;APC JAGUAR (PB00);CERIS++ (VCV Configuration Management) (AU40);Service;NO;NO
1602;APC to COM;;APC JAGUAR (PB00);COM (O180);;;
814;Official area planning dates;;APC JAGUAR (PB00);Datahub Shop Floor  (Q500);DBLink;NO;YES
859;Official indus baselining dates to DMT;;APC JAGUAR (PB00);DMT (S700);DBLink;NO;YES
851;Official indus baseline dates to FCO;;APC JAGUAR (PB00);FCO Management Tool (PM00);DBLink;NO;NO
853;Official aircraft + some official indus baseline dates to Comet;;APC JAGUAR (PB00);Flight Beluga (FP70);;NO;YES
844;A/C table + indus baseline dates;;APC JAGUAR (PB00);IVP NG (AR10);DBLink;NO;NO
858;Offical indus baseline dates to LIMS;;APC JAGUAR (PB00);LIMS (S380);DBLink;NO;YES
860;Official indus baselining dates to PSE;;APC JAGUAR (PB00);PSE: ELCODATA (B580);DBLink;NO;YES
852;Official indus baseline dates to RDB;;APC JAGUAR (PB00);R-DB Delta Calculation (G070);DBLink;NO;NO
848;Official indus dates to ARP;;APC JAGUAR (PB00);SAP ARP ECC EXE_Prod_PEA (J050);DBLink;NO;YES
849;Indus Baseline dates to Aerolia;;APC JAGUAR (PB00);SAP R/3 FR_xGI_LDS (B030);DBLink;NO;YES
813;Official area planning dates;;APC JAGUAR (PB00);SARIS (P210);DBLink;NO;YES
71;[1251] MSN, Dates;1251;APC JAGUAR (PB00);TAKSY:MODA (X010:MODA);DBLink;NO;YES
941;PAG Nordenham;;APC JAGUAR (PB00);TAKSY:STL (X010:STL);DBLink;NO;YES
845;Private area;;APC JAGUAR (PB00);TKZ-DB (NU59);File;NO;
855;Official + PreRelease indust dates to cVault;;APC JAGUAR (PB00);UPS cVault (1P09);DBLink;NO;NO
856;Tactical dates for reporting;;APC JAGUAR (PB00);UPSR Tactical Planning (1P13);Service;NO;NO
861;Official indus baselining dates for VIP;;APC JAGUAR (PB00);VIP (R620);Service;NO;NO
1601;APC7 to reporting;;APC7 (PB07);BO reporting for Programmes (1K26);DBLink;NO;NO
904;Indstrial Planning dates (short term);;APC7 (PB07);EVPT (E760);DBLink;NO;YES
905;Industrial Planning dates (short term);;APC7 (PB07);IDP (QC00);DBLink;NO;NO
903;Industrial Planning Dates (short term);;APC7 (PB07);SARIS (P210);DBLink;NO;YES
891;Industrial Planning Dates + Aircraft/AIP data;;APMM (1L01);AIRMIS2 (D540);DBLink;NO;NO
895;Industrial Planning Dates;;APMM (1L01);CACIS NOMAD (E721);DBLink;NO;NO
890;Industrial Planning Dates and Delivery/FAL location;;APMM (1L01);CAD-CSIP (A430);DBLink;NO;NO
896;Indus Planning dates + Aircraft data + logo;;APMM (1L01);CDIS General (A420);DBLink;YES;YES
894;Industrial Planning dates and planning issues;;APMM (1L01);FCO Management Tool (PM00);DBLink;NO;NO
898;Industrial Planning Dates;;APMM (1L01);LIMS (S380);DBLink;NO;YES
899;Industrial Planning dates and aircraft data;;APMM (1L01);LINDA2 (T140);DBLink;NO;YES
910;Part numbers & Vendor information;;BFEMS (PF00);ACC (PA02);DBLink;NO;YES
908;Part numbers, Vendors information;;BFEMS (PF00);ACMM (SS10);DBLink;NO;YES
866;BFEMS to APC JAGUAR;;BFEMS (PF00);APC JAGUAR (PB00);DBLink;NO;NO
915;BFE List information;;BFEMS (PF00);CACIS NOMAD (E721);DBLink;NO;NO
914;BFE List transfer to partners;;BFEMS (PF00);SAP Americ xAM_LDS (1J44);Other;NO;YES
912;BFE List transfer to partners;;BFEMS (PF00);SAP R/3 FR_xGI_LDS (B030);File;NO;YES
913;BFE List transfer to partners;;BFEMS (PF00);SAP R/3 GE_xDA_LDS (B020);Other;NO;YES
969;Delivery status updated;IL import;BFEMS (PF00);SAP R/3 GE_xDA_LDS (B020);;NO;YES
916;BFE List information;;BFEMS (PF00);STATOOL (S690);Service;NO;NO
99;forwarded to PTS logistics (ex CEVA);487;BFEMS (PF00);TAKSY:GESY (X010:GESY);File;NO;YES
1599;BFEMS to cVault;;BFEMS (PF00);UPS cVault (1P09);;NO;NO
940;AAT data;;BO reporting for Programmes (1K26);TAKSY:TAK (X010:TAK);Service;NO;YES
1603;CCDR;;CERIS++ (VCV Configuration Management) (AU40);CABIN DOSSIER (D330);Service;NO;NO
922;Reporting for FCOMT;;FCO Management Tool (PM00);FCO Management Tool (PM00);Service;NO;NO
919;Industrial Planning dates;;FCO Management Tool (PM00);IVP NG (AR10);File;NO;NO
976;SP0605753 - Customer order dates;IL import modified by IM;FCO Management Tool (PM00);Unified Planning for Series IVP-SAP and SUPER (F780);File;NO;NO
1270;100% GTR (Ground Test Requirements) information for MSN;;FUN2 (I190);ESAO SA HAM (V430);File;NO;YES
980;CHapter 10 data + A/C GTI Data ;;FUN2 (I190);IRS (U830);DB2 Exchange Table;YES;YES
1271;100% GTI information;;FUN2 (I190);SAP R/3 GE_xDA_LDS (B020);File;NO;YES
985;a500 EHS - SP - HAZMAT;IL import;HAZMAT (A500);SAP PGI Supply flying part (BC30);;NO;YES
883;MSN Repository / GLP;;Host Interface Forecast Data (X710);SAP ERP Buxtehude/Zship (W440);File;NO;NO
1639;Industrial planning reporting;;IDP (QC00);BO reporting for Programmes (1K26);Service;NO;NO
1316;IVPNG to APMM;;IVP NG (AR10);APMM (1L01);DBLink;NO;NO
1597;IVPNG to cVault;;IVP NG (AR10);UPS cVault (1P09);Service;NO;NO
1263;MSN Corporate repository;;Master data MSN CPN (N362);SAP R3 CO -AFR (X127);File;YES;YES
1293;MSN Corporate repository;;Master data MSN CPN (N362);SAP R3 CO -OPA - AD (NE53);File;YES;YES
1262;Protocol transfer to MODA;;MIB (C030);TAKSY:MODA (X010:MODA);File;NO;YES
1317;Active MSN to A-UK;;R-DB Delta Calculation (G070);DPDS (Y103);File;NO;YES
918;Delta Information;;R-DB Delta Calculation (G070);IRS (U830);DB2 Exchange Table;NO;YES
996;Delta 1,2 and 3;IL import;R-DB Delta Calculation (G070);IRS DELTA China (R360);;NO;YES
921;Delta1, Delta2,  Delta2 baseline to MAEVA;;R-DB Delta Calculation (G070);MAEVA (N112);File;NO;YES
1187;Electrical drawings to PSE;;R-DB Delta Calculation (G070);PSE (P010);File;NO;YES
997;Manufacturing data extraction request;IL import;R-DB Delta Calculation (G070);SAP Americ xAM_LDS (1J44);File;NO;YES
917;Delta1, Delta2,  Delta2 baseline to CAIR;;R-DB Delta Calculation (G070);SAP R/3 Corporate_xAC_LDS (B180);File;NO;YES
999;Manufacturing data extraction request;IL import;R-DB Delta Calculation (G070);SAP R/3 GE_xDA_LDS (B020);File;NO;YES
1197;Basic Manufacturing Data Germany;;R-DB Delta Calculation (G070);SAP R/3 GE_xDA_LDS (B020);File;NO;YES
998;Manufacturing data extraction request;IL import;R-DB Delta Calculation (G070);SAP R/3 manufacturing China_xCH_LDS (J090);File;NO;YES
920;SA reporting;;R-DB Delta Calculation (G070);SARIS (P210);File;NO;YES
1209;SAP R/3 BXP To SAP BW;;SAP ERP Buxtehude/Zship (W440);SAP BW Buxtehude (W460);RFC;YES;NO
1264;CPN Msn  repository;;SAP P11 - ERP CE (B010);SAP R3 CO -AFR (X127);File;YES;YES
1265;CPN non Msn  repository;;SAP P11 - ERP CE (B010);SAP R3 CO -AFR (X127);File;YES;YES
1292;Interface Finance Corporate BW - TM1;;SAP PBI - Netweaver BW (B100);Controlling tools TM1 (M210);File;NO;NO
1269;WBS interface ARP to PGI;;SAP R3 ARP PS (XXXX);SAP R3 PS -AFR (X795);IDOC;NO;YES
1266;File of consolidation with MSN data;;SAP R3 CO -AFR (X127);FACTS (N368);File;YES;NO
1594;Invoice data exchange;;SAP R3 CO -OPA - AE (NE54);FACTS (N368);File;NO;NO
1268;WBS interface PGI ARP;;SAP R3 PS -AFR (X795);SAP R3 ARP PS (XXXX);IDOC;NO;YES
901;Short term industrial dates;;Unified Planning for Series IVP-SAP and SUPER (F780);APC JAGUAR (PB00);Service;NO;NO
902;Industrial planning dates (short term planning);;Unified Planning for Series IVP-SAP and SUPER (F780);APC7 (PB07);DBLink;NO;NO
1315;IVP/SUPER-SAP to APMM;;Unified Planning for Series IVP-SAP and SUPER (F780);APMM (1L01);DBLink;NO;NO
1638;Dev planning dates and cost;;UPDEV NEO (G482);UPDEV Reporting (R020);Service;NO;NO
867;cVault to APC Jaguar;;UPS cVault (1P09);APC JAGUAR (PB00);Service;NO;NO
1281;cVault to BFEMS;;UPS cVault (1P09);BFEMS (PF00);;NO;NO
1278;cVault to CAD-CSIP;;UPS cVault (1P09);CAD-CSIP (A430);;NO;NO
1260;cVault to CASCADE;;UPS cVault (1P09);CASCADE (F340);;NO;YES
1276;cVault to CDIS;;UPS cVault (1P09);CDIS General (A420);;NO;YES
1283;cVault to CERIS/VCVconfmgt;;UPS cVault (1P09);CERIS++ (VCV Configuration Management) (AU40);Service;NO;NO
1258;cVault to COM;;UPS cVault (1P09);COM (O180);;NO;YES
1282;cVault reporting;;UPS cVault (1P09);Corporate BAM (DJ90);;NO;NO
1286;cVault to DMT;;UPS cVault (1P09);DMT (S700);;NO;YES
1274;cVault to EVPT;;UPS cVault (1P09);EVPT (E760);;NO;YES
1277;cVault to FCOMT;;UPS cVault (1P09);FCO Management Tool (PM00);;NO;NO
1280;cVault to Fligh Belouga/COMET;;UPS cVault (1P09);Flight Beluga (FP70);;NO;YES
1279;cVault to LIMS;;UPS cVault (1P09);LIMS (S380);;NO;YES
1596;cVault to OETMI KPI (1K64);;UPS cVault (1P09);OMMS & BSC Reporting - Industrial Planning KPIS (1K64);DBLink;NO;NO
1595;cVault to PSE via PSS;;UPS cVault (1P09);PSE: ELCODATA (B580);;NO;YES
1287;cVault to RDB;;UPS cVault (1P09);R-DB Delta Calculation (G070);;NO;NO
1275;cVault to SARIS;;UPS cVault (1P09);SARIS (P210);;NO;YES
1285;cVault to Taksy;;UPS cVault (1P09);TAKSY (X010);;NO;YES
1284;cVault to VIP/VCV work in progress;;UPS cVault (1P09);VIP (R620);;NO;NO
1329;(ALL Document Type);;AirN@v / Maintenance A380 (O370);Federated Search (I770);File;NO;YES
1330;(NTM SRM);;AirN@v / Repair LR/SA (O440);Federated Search (I770);File;NO;YES
1328;TFU, SIL, AOT, OIT,FOT,OIT-FOT, MID, AD, UEAD,MOD,MP, SBIT Booklet, VSB, SB;;AirN@v Engineering V3 (T890);Federated Search (I770);File;NO;YES
1254;AP1-Fuehlsbuttel;;Repair Manager (K140);SAP SD After Sales PDA (R580);;NO;YES
45;PL & PU;1214;ALENIA A320 (xxxxx);GILDA (GG00 );File;NO;YES
1248;PR3->MRP;;SAP PR3 (N/A);SAP PP MRP PDA (R450);RFC;NO;
1126;CA allocation management;;SAP PR3 (N/A);SAP R/3 Corporate_xAC_LDS (B180);;NO;YES
1127;Equipment allocation management;;SAP PR3 (N/A);SAP R/3 Corporate_xAC_LDS (B180);;NO;YES
1128;Concession management;;SAP PR3 (N/A);SAP R/3 Corporate_xAC_LDS (B180);;NO;YES
